Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
SBK Superbike World Championship,X360,2008,Racing,Black Bean Games,0.06,0.14,0,0.01,0.21,63,17,8,6,E10+
Bionicle,GC,2003,Action,Electronic Arts,0.16,0.04,0,0.01,0.21,47,5,4.2,5,E
Zombie Army Trilogy,PS4,2015,Shooter,Rebellion Developments,0.05,0.12,0,0.03,0.21,62,26,6.8,88,
Prince of Persia: Revelations,PSP,2005,Adventure,Ubisoft,0.18,0.01,0,0.02,0.21,65,27,8,27,M
Baja: Edge of Control,PS3,2008,Racing,THQ,0.1,0.08,0,0.03,0.21,61,21,5,11,E
The Witch and the Hundred Knight,PS3,2013,Role-Playing,Nippon Ichi Software,0.07,0.02,0.1,0.02,0.21,53,44,7.5,80,T
G.I. Joe: The Rise of Cobra,PS3,2009,Action,Electronic Arts,0.11,0.07,0,0.03,0.21,43,32,4.8,13,T
UFC Undisputed 2010,PSP,2010,Fighting,THQ,0.11,0.06,0,0.04,0.21,74,27,7,13,T
World Series of Poker,PSP,2005,Misc,Activision,0.19,0,0,0.02,0.21,37,6,6.4,20,E10+
Rayman Raving Rabbids,X360,2007,Misc,Ubisoft,0.18,0.01,0,0.02,0.21,67,16,7.3,19,E
Deus Ex: The Conspiracy,PS2,2002,Action,Eidos Interactive,0.1,0.08,0,0.03,0.21,81,25,8.9,50,M
MLB 10: The Show,PSP,2010,Sports,Sony Computer Entertainment,0.19,0,0,0.02,0.21,79,11,6.6,8,E
Unreal II: The Awakening,X,2004,Shooter,Atari,0.17,0.04,0,0.01,0.21,64,27,5.3,20,M
Rumble Racing,PS2,2001,Racing,Electronic Arts,0.1,0.08,0,0.03,0.21,85,17,8.2,9,E
Spider-Man: Web of Shadows,PS2,2008,Action,Activision,0.1,0.08,0,0.03,0.21,69,4,4.1,16,E10+
Vampire Rain,X360,2007,Action,Microsoft Game Studios,0.18,0,0.01,0.01,0.21,38,45,2.9,44,M
Batman Begins,X,2005,Action,Electronic Arts,0.16,0.04,0,0.01,0.21,65,56,7.1,21,T
FIFA 16,PC,2015,Sports,Electronic Arts,0.06,0.13,0,0.02,0.21,81,10,4.4,299,E
JSRF: Jet Set Radio Future,X,2002,Action,Sega,0.13,0.04,0.03,0.01,0.21,88,36,8.2,103,T
NHL Hitz 20-02,GC,2001,Sports,Midway Games,0.16,0.04,0,0.01,0.21,79,13,8.7,7,E
J Stars Victory Vs.,PSV,2014,Fighting,Namco Bandai Games,0,0.03,0.17,0.01,0.21,74,5,7.9,29,T
Way of the Samurai 3,X360,2009,Action,Gamebridge,0.12,0.05,0.02,0.02,0.21,55,22,7,17,M
NCAA Football 2003,GC,2002,Sports,Electronic Arts,0.16,0.04,0,0.01,0.21,91,11,8.1,9,E
de Blob 2,PS3,2011,Platform,THQ,0.11,0.07,0,0.03,0.21,74,50,7.1,34,E10+
Hitman: HD Trilogy,PS3,2013,Action,Square Enix,0.07,0.09,0,0.04,0.21,71,20,7.6,47,M
ESPN Winter X Games: Snowboarding 2002,PS2,2000,Sports,Konami Digital Entertainment,0.1,0.08,0,0.03,0.21,64,14,7.9,8,T
Prison Break: The Conspiracy,X360,2010,Action,Deep Silver,0.07,0.11,0,0.02,0.21,40,37,4.7,19,T
Final Fantasy Fables: Chocobos Dungeon,Wii,2007,Role-Playing,Square Enix,0.09,0,0.11,0.01,0.21,76,34,8,20,E10+
The Legend of Heroes: Trails of Cold Steel,PS3,2013,Role-Playing,Nippon Ichi Software,0.06,0.02,0.12,0.02,0.21,86,12,7.7,129,T
Project: Snowblind,PS2,2005,Action,Eidos Interactive,0.1,0.08,0,0.03,0.21,78,54,8.3,23,T
You Dont Know Jack,Wii,2011,Misc,THQ,0.19,0,0,0.01,0.21,81,5,7.7,6,T
Mortal Kombat: Special Forces,PS,2000,Fighting,Midway Games,0.12,0.08,0,0.01,0.21,28,7,2.4,17,M
The Last Airbender,Wii,2010,Action,THQ,0.12,0.07,0,0.02,0.21,53,4,6.6,5,T
NCAA March Madness 07,X360,2007,Sports,Electronic Arts,0.19,0,0,0.02,0.21,67,33,7.1,15,E
The Con,PSP,2005,Fighting,Sony Computer Entertainment,0.19,0,0,0.02,0.21,63,37,7.3,16,T
StokEd,X360,2009,Sports,Zushi Games,0.18,0.01,0,0.01,0.21,68,34,8.6,19,T
Evil Dead: Regeneration,PS2,2005,Action,THQ,0.1,0.08,0,0.03,0.21,68,26,8.5,8,M
Defiance,PC,2013,Shooter,Trion Worlds,0.14,0.04,0,0.02,0.21,64,40,6.5,661,M
Frogger 3D,3DS,2011,Action,Konami Digital Entertainment,0.16,0.03,0,0.01,0.21,54,11,5.5,8,E
NHL 2003,X,2002,Sports,Electronic Arts,0.15,0.04,0,0.01,0.21,80,12,7.9,12,E
Tiger Woods PGA Tour,PSP,2005,Sports,Electronic Arts,0.19,0,0,0.02,0.21,78,25,7.4,14,E
NHL 2K3,PS2,2002,Sports,Sega,0.1,0.08,0,0.03,0.21,89,25,7.8,17,E
You Dont Know Jack,X360,2011,Misc,THQ,0.19,0,0,0.01,0.21,82,23,7.9,29,T
Final Fight One,GBA,2001,Fighting,Ubisoft,0.09,0.03,0.08,0,0.21,82,16,7.8,8,E
Gallop Racer 2003: A New Breed,PS2,2002,Sports,Zoo Digital Publishing,0.04,0.03,0.12,0.01,0.21,68,16,8.5,15,E
Blue Dragon Plus,DS,2008,Role-Playing,Ignition Entertainment,0.12,0.03,0.05,0.01,0.21,69,46,6.5,15,E
BeyBlade VForce: Super Tournament Battle,GC,2002,Action,Atari,0.16,0.04,0,0.01,0.21,33,6,7.1,19,E
Dead to Rights: Retribution,X360,2010,Shooter,Namco Bandai Games,0.11,0.08,0,0.02,0.21,61,64,7,34,M
NBA Live 14,XOne,2013,Sports,Electronic Arts,0.17,0.02,0,0.02,0.21,36,14,3.1,88,E
Lost Planet 3,PS3,2013,Shooter,Capcom,0.07,0.05,0.06,0.02,0.21,61,30,5.5,102,T
Dragon Ball Z: Sagas,GC,2005,Fighting,Atari,0.16,0.04,0,0.01,0.21,48,11,6.6,11,T
X2: Wolverines Revenge,X,2003,Platform,Activision,0.15,0.04,0,0.01,0.21,58,27,6.4,9,T
Tenchu: Shadow Assassins,Wii,2008,Action,Ubisoft,0.15,0.01,0.03,0.01,0.21,70,35,7.8,24,M
Power Rangers: Wild Force,GBA,2002,Action,THQ,0.15,0.05,0,0,0.21,55,4,6.9,8,E
Beyblade G-Revolution,GBA,2004,Action,Atari,0.15,0.05,0,0,0.2,40,5,7.8,5,E
Capcom Fighting Evolution,PS2,2004,Fighting,Capcom,0.1,0.08,0,0.03,0.2,57,33,4.8,5,T
Anarchy Reigns,PS3,2012,Action,Sega,0.1,0.03,0.06,0.02,0.2,71,35,8.2,106,M
Mobile Suit Gundam: Crossfire,PS3,2006,Simulation,Namco Bandai Games,0.06,0,0.14,0.01,0.2,33,31,5.1,47,T
Suikoden Tactics,PS2,2005,Strategy,Konami Digital Entertainment,0.06,0.05,0.07,0.02,0.2,68,31,8.6,17,T
NCAA March Madness 06,X,2005,Sports,Electronic Arts,0.15,0.04,0,0.01,0.2,76,21,7.2,5,E
Sniper: Ghost Warrior 2,X360,2013,Shooter,City Interactive,0.06,0.12,0,0.02,0.2,52,33,5.7,110,M
EVE Online,PC,2003,Role-Playing,CCP,0,0.19,0,0.01,0.2,69,22,7.4,282,T
Phantasy Star Online,DC,2000,Role-Playing,Sega,0,0,0.2,0,0.2,89,21,9.1,33,T
Crazy Taxi 3: High Roller,X,2002,Racing,Sega,0.14,0.04,0.02,0.01,0.2,69,33,8.5,13,T
Midnight Club 3: DUB Edition Remix,X,2006,Racing,Take-Two Interactive,0.15,0.04,0,0.01,0.2,87,16,5.3,18,E10+
"Warhammer 40,000: Space Marine",PC,2011,Shooter,THQ,0.09,0.09,0,0.03,0.2,74,34,7.4,598,M
Dungeon Hunter Alliance,PSV,2012,Action,Ubisoft,0.08,0.09,0,0.03,0.2,49,34,6.4,61,T
Thrillville,PSP,2006,Strategy,Atari,0.18,0,0,0.02,0.2,72,13,2.8,39,E10+
The King of Fighters Collection: The Orochi Saga,PS2,2006,Fighting,Ignition Entertainment,0.1,0.08,0,0.03,0.2,67,14,8.5,4,T
Disney's Planes,WiiU,2013,Simulation,Disney Interactive Studios,0.14,0.04,0,0.02,0.2,51,10,5.3,9,E
MLB SlugFest 20-03,X,2002,Sports,Midway Games,0.15,0.04,0,0.01,0.2,79,9,7.8,5,E
Pitfall: The Lost Expedition,PS2,2004,Platform,Activision,0.1,0.08,0,0.03,0.2,70,34,8.9,12,E
Need for Speed Carbon: Own the City,DS,2006,Racing,Electronic Arts,0.17,0.01,0,0.02,0.2,70,6,7.5,15,E
Zone of the Enders HD Collection,X360,2012,Simulation,Konami Digital Entertainment,0.14,0.03,0.01,0.02,0.2,75,21,8.8,20,M
Enchanted Arms,PS3,2007,Role-Playing,Ubisoft,0.17,0.01,0,0.02,0.2,64,23,6,41,T
Silent Hill: Book of Memories,PSV,2012,Action,Konami Digital Entertainment,0.11,0.05,0,0.04,0.2,58,57,5.1,103,M
Le Mans 24 Hours,PS2,2001,Racing,Infogrames,0.09,0.07,0.02,0.02,0.2,75,19,7.6,9,E
Senran Kagura: Estival Versus,PSV,2015,Action,Marvelous Interactive,0.05,0.03,0.09,0.03,0.2,71,4,7.4,34,M
Dragon Ball Z: Harukanaru Densetsu,DS,2007,Role-Playing,Namco Bandai Games,0.19,0,0,0.02,0.2,57,16,6.4,11,E
Corpse Party: Blood Drive,PSV,2014,Adventure,Marvelous Interactive,0.09,0.01,0.06,0.04,0.2,60,19,7.4,58,M
Harvest Moon: More Friends of Mineral Town,GBA,2003,Simulation,Ubisoft,0.14,0.05,0,0,0.2,82,8,9.2,40,E
Lego Star Wars: The Force Awakens,WiiU,2016,Action,Warner Bros. Interactive Entertainment,0.09,0.09,0.01,0.02,0.2,74,6,8,11,E10+
Major League Baseball 2K11,PS3,2011,Sports,Take-Two Interactive,0.15,0.03,0,0.02,0.2,72,13,6.3,9,E
X2: Wolverines Revenge,GBA,2003,Platform,Activision,0.14,0.05,0,0,0.2,72,8,7.2,5,E
NBA 2K2,X,2002,Sports,Sega,0.15,0.04,0,0.01,0.2,90,17,7.6,5,E
7th Dragon III Code: VFD,3DS,2015,Role-Playing,Sega,0.05,0.02,0.13,0.01,0.2,75,29,8.2,38,T
Code of Princess,3DS,2012,Action,Agatsuma Entertainment,0.16,0,0.03,0.01,0.2,67,38,7.6,73,T
Dark Messiah of Might and Magic Elements,X360,2008,Role-Playing,Ubisoft,0.16,0.02,0.01,0.02,0.2,52,27,7,48,M
Planet 51,Wii,2009,Action,Sega,0.17,0.01,0,0.02,0.2,53,6,5.8,4,E
Dead to Rights II,PS2,2005,Shooter,Electronic Arts,0.1,0.08,0,0.03,0.2,51,32,5.3,7,M
Kung Fu Rider,PS3,2010,Action,Sony Computer Entertainment,0.06,0.09,0.01,0.03,0.2,36,45,3.7,21,E10+
WRC: FIA World Rally Championship,PS3,2010,Racing,Black Bean Games,0,0.14,0.01,0.04,0.2,68,24,4.5,4,
DarkStar One: Broken Alliance,X360,2010,Simulation,Kalypso Media,0.11,0.07,0,0.02,0.2,63,33,7.2,19,T
Ty the Tasmanian Tiger 2: Bush Rescue,GC,2004,Platform,Electronic Arts,0.15,0.04,0,0.01,0.2,70,20,8.5,12,E
Body and Brain Connection,X360,2010,Misc,Namco Bandai Games,0.1,0.08,0,0.02,0.2,57,33,4.8,4,E
Dragon Ball: Revenge of King Piccolo,Wii,2009,Action,Namco Bandai Games,0.12,0.03,0.03,0.02,0.2,65,25,7.3,15,E10+
Warriors Orochi,PSP,2008,Action,Tecmo Koei,0.02,0,0.18,0,0.2,62,13,6.6,10,T
MVP Baseball 2003,X,2003,Sports,Electronic Arts,0.15,0.04,0,0.01,0.2,82,18,9,9,E
Infinite Space,DS,2009,Role-Playing,Sega,0.06,0.05,0.07,0.01,0.2,75,46,9,61,T
Monster Jam,X360,2007,Racing,Activision,0.18,0,0,0.02,0.2,43,9,6.4,5,E
UFC Personal Trainer: The Ultimate Fitness System,PS3,2011,Sports,THQ,0.09,0.08,0,0.03,0.2,65,8,2.4,5,E
Two Worlds II,PC,2011,Role-Playing,SouthPeak Games,0.09,0.09,0,0.02,0.2,76,31,6.5,316,M
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",X,2005,Action,Disney Interactive Studios,0.15,0.04,0,0.01,0.2,72,31,6,6,T
NBA 07,PSP,2006,Sports,Sony Computer Entertainment,0.18,0,0,0.02,0.2,68,24,7,5,E
Tekken 3D: Prime Edition,3DS,2012,Fighting,Nintendo,0.06,0.07,0.05,0.01,0.2,64,42,5.9,39,T
IHRA Drag Racing 2004,X,2003,Racing,Bethesda Softworks,0.15,0.04,0,0.01,0.2,40,5,7.4,7,E
Clive Barkers Jericho,PS3,2007,Shooter,Codemasters,0.17,0.01,0,0.02,0.2,60,34,7.1,52,M
Marvel: Ultimate Alliance 2,DS,2009,Role-Playing,Activision,0.16,0.03,0,0.02,0.2,65,7,6.7,9,E10+
Front Mission Evolved,X360,2010,Shooter,Square Enix,0.1,0.07,0.02,0.02,0.2,58,52,6.1,24,T
Apache: Air Assault,PS3,2010,Simulation,Activision,0.11,0.06,0,0.03,0.2,66,17,6.1,12,T
From Russia With Love,X,2005,Action,Electronic Arts,0.15,0.04,0,0.01,0.2,71,34,8.8,12,T
Bound By Flame,PS4,2014,Role-Playing,Focus Home Interactive,0.08,0.09,0,0.03,0.2,53,40,5.9,231,M
Grandia II,DC,2000,Role-Playing,Ubisoft,0,0,0.2,0,0.2,90,17,8.8,57,T
Ridge Racer 6,X360,2005,Racing,Namco Bandai Games,0.1,0.02,0.07,0.01,0.2,74,65,7.1,28,E
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,PS2,2005,Action,Konami Digital Entertainment,0.1,0.08,0,0.03,0.2,53,20,7,10,E10+
Record of Agarest War,X360,2008,Role-Playing,Compile Heart,0.18,0,0.01,0.01,0.2,71,7,7,35,T
Earth Defense Force: Insect Armageddon,PS3,2011,Shooter,D3Publisher,0.06,0.04,0.08,0.02,0.2,63,28,7,24,T
Gladius,PS2,2003,Strategy,Activision,0.1,0.08,0,0.03,0.2,78,27,8,22,T
Dave Mirra Freestyle BMX 2,X,2001,Sports,Acclaim Entertainment,0.15,0.04,0,0.01,0.2,76,18,8.2,6,T
SpongeBob SquarePants: Revenge of the Flying Dutchman,GC,2002,Platform,THQ,0.15,0.04,0,0.01,0.2,66,4,8.3,10,E
XCOM 2,PS4,2016,Strategy,Take-Two Interactive,0.07,0.09,0,0.03,0.2,88,28,7.8,131,T
Resident Evil: Revelations,WiiU,2013,Action,Capcom,0.08,0.07,0.03,0.01,0.2,80,19,7.5,149,M
Taiko Drum Master,PS2,2004,Misc,Namco Bandai Games,0.1,0.08,0,0.03,0.2,77,35,8.1,8,E
DanceMasters,X360,2010,Misc,Konami Digital Entertainment,0.15,0.02,0.02,0.01,0.2,63,30,6.4,8,E10+
Soldier of Fortune: Payback,X360,2007,Shooter,Activision,0.18,0,0,0.02,0.2,50,35,5.6,20,M
Forgotten Realms: Demon Stone,PS2,2004,Action,Atari,0.1,0.08,0,0.03,0.2,71,40,6.8,18,T
Afro Samurai,PS3,2009,Action,Atari,0.12,0.05,0,0.03,0.2,65,52,6.1,27,M
Dynasty Warriors 8: Empires,PS4,2014,Action,Tecmo Koei,0.07,0.07,0.03,0.03,0.2,63,30,7.3,45,T
Playboy: The Mansion,PS2,2005,Simulation,Ubisoft,0.1,0.08,0,0.03,0.2,59,33,7.5,18,M
Baja: Edge of Control,X360,2008,Racing,THQ,0.12,0.06,0,0.02,0.2,65,35,7.1,18,E
Tiger Woods PGA Tour 06,PSP,2005,Sports,Electronic Arts,0.18,0,0,0.01,0.2,80,15,7.9,8,E
Bleach: The 3rd Phantom,DS,2008,Role-Playing,Sega,0.1,0.02,0.07,0.01,0.2,59,28,8,10,T
Untold Legends: Dark Kingdom,PS3,2006,Role-Playing,Electronic Arts,0.14,0.02,0.02,0.02,0.2,58,40,7.2,36,T
MC Groovz Dance Craze,GC,2004,Misc,Mad Catz,0.15,0.04,0,0.01,0.2,42,8,6.8,9,E
The Thing,X,2002,Adventure,Vivendi Games,0.15,0.04,0,0.01,0.2,78,21,6.6,14,M
Plants vs. Zombies,PS3,2011,Strategy,PopCap Games,0.18,0,0,0.02,0.2,85,8,7.9,61,E10+
Baldurs Gate: Dark Alliance,X,2002,Role-Playing,Virgin Interactive,0.15,0.04,0,0.01,0.2,83,25,8.3,26,T
Prince of Persia: Warrior Within,GC,2004,Action,Ubisoft,0.15,0.04,0,0.01,0.2,83,31,8.6,21,M
Arcana Heart 3,PS3,2011,Fighting,PQube,0.04,0.04,0.1,0.02,0.2,73,10,7.5,27,T
Tom Clancys Splinter Cell: Blacklist,PC,2013,Action,Ubisoft,0.05,0.13,0,0.02,0.2,82,13,7.4,755,M
ReCore,XOne,2016,Action,Microsoft Game Studios,0.12,0.05,0.01,0.02,0.2,63,75,6.6,457,T
Warriors Orochi,X360,2007,Action,Tecmo Koei,0.17,0.01,0,0.02,0.2,53,27,7.4,13,T
Armored Core 4,PS3,2006,Simulation,505 Games,0.09,0,0.09,0.01,0.2,65,36,6.8,25,T
Predator: Concrete Jungle,PS2,2005,Action,Vivendi Games,0.1,0.07,0,0.03,0.2,47,14,8.8,76,M
X-Men Origins: Wolverine,DS,2009,Action,Activision,0.15,0.03,0,0.02,0.2,55,8,8.1,8,E10+
Big Mutha Truckers 2,PS2,2005,Racing,Xplosiv,0.1,0.07,0,0.03,0.2,51,26,2.1,9,M
Solatorobo: Red the Hunter,DS,2010,Role-Playing,Nintendo,0.08,0.04,0.07,0.01,0.2,76,40,8,24,E10+
Castlevania: Lords of Shadow 2,PS3,2014,Action,Konami Digital Entertainment,0.03,0.12,0.02,0.03,0.2,63,55,7.7,530,M
NHL FaceOff 2001,PS2,2001,Sports,Sony Computer Entertainment,0.1,0.07,0,0.02,0.2,57,11,4,4,E
Mana Khemia 2: Fall of Alchemy,PS2,2008,Role-Playing,Gust,0.07,0.05,0.05,0.02,0.2,70,12,8.2,17,T
The Great Escape,PS2,2003,Action,SCi,0.1,0.07,0,0.02,0.2,57,19,8,21,T
Sword Art Online: Hollow Realization,PSV,2016,Role-Playing,Namco Bandai Games,0,0.07,0.11,0.02,0.2,60,5,6.9,11,T
Way of the Samurai 4,PS3,2011,Action,Nippon Ichi Software,0,0.03,0.16,0.01,0.2,58,25,6.5,15,M
Big Mutha Truckers,X,2002,Racing,Empire Interactive,0.15,0.04,0,0.01,0.19,59,12,4.3,9,T
The Hobbit,GBA,2003,Platform,Vivendi Games,0.14,0.05,0,0,0.19,67,6,9.2,17,E
The King of Fighters XI,PS2,2006,Fighting,Ignition Entertainment,0.07,0.06,0.04,0.02,0.19,75,30,8.5,15,T
Tom Clancys Splinter Cell: Essentials,PSP,2006,Shooter,Ubisoft,0.17,0.01,0,0.02,0.19,58,37,7.5,39,M
Dead Space 3,PC,2013,Action,Electronic Arts,0.02,0.16,0,0.02,0.19,78,16,6,1104,M
Family Guy,PSP,2006,Action,Take-Two Interactive,0.18,0,0,0.02,0.19,51,14,6.3,15,M
Major League Baseball 2K12,PS3,2012,Sports,Take-Two Interactive,0.18,0,0,0.02,0.19,68,8,4.4,5,E
Harry Potter and the Goblet of Fire,PSP,2005,Action,Electronic Arts,0.17,0,0,0.02,0.19,70,13,7.4,16,E10+
Sniper Elite,PS2,2005,Shooter,Ubisoft,0.1,0.07,0,0.02,0.19,76,21,8.9,36,M
Breath of Fire II,GBA,2001,Role-Playing,Ubisoft,0.14,0.05,0,0,0.19,81,16,8.6,17,E
Test Drive Unlimited 2,PC,2011,Racing,Atari,0.05,0.11,0,0.03,0.19,72,19,5.7,255,T
Conan,X360,2007,Action,THQ,0.16,0.02,0,0.01,0.19,69,49,7.3,67,M
No More Heroes: Heroes Paradise,PS3,2010,Action,Konami Digital Entertainment,0.1,0.04,0.04,0.02,0.19,72,38,7.3,38,M
Captain America: Super Soldier,PS3,2011,Action,Sega,0.1,0.06,0,0.03,0.19,61,34,7.3,40,T
Aliens vs Predator,PC,2010,Shooter,Sega,0,0.17,0,0.02,0.19,68,35,7.4,986,M
Manhunt,X,2004,Action,Take-Two Interactive,0.14,0.04,0,0.01,0.19,74,37,7.9,19,M
NCAA Final Four 2003,PS2,2002,Sports,Sony Computer Entertainment,0.09,0.07,0,0.02,0.19,57,16,6,4,E
Evolve,PC,2015,Shooter,Take-Two Interactive,0.08,0.1,0,0.02,0.19,77,39,4.3,972,M
Dynasty Warriors: Gundam 2,X360,2008,Action,Namco Bandai Games,0.07,0.03,0.08,0.01,0.19,49,30,7,18,T
Spectrobes: Origins,Wii,2009,Role-Playing,Disney Interactive Studios,0.16,0.02,0,0.01,0.19,71,22,8.4,16,E10+
Breath of Fire: Dragon Quarter,PS2,2002,Role-Playing,Capcom,0.09,0.07,0,0.02,0.19,78,28,6.9,35,T
Shiren the Wanderer,Wii,2008,Role-Playing,Sega,0.08,0,0.11,0.01,0.19,71,21,7.6,5,T
Dantes Inferno,PSP,2010,Action,Electronic Arts,0.12,0.03,0.01,0.02,0.19,70,14,8.1,46,M
Shaun White Skateboarding,PS3,2010,Sports,Ubisoft,0.12,0.05,0,0.03,0.19,61,26,6.5,8,T
Spore Hero Arena,DS,2009,Simulation,Electronic Arts,0.18,0,0,0.01,0.19,49,11,2.6,8,E
Disney's Magical Mirror Starring Mickey Mouse,GC,2002,Adventure,Nintendo,0.15,0.04,0,0.01,0.19,50,9,8.9,10,E
Enchanted Arms,X360,2006,Role-Playing,Ubisoft,0.16,0.02,0,0.02,0.19,69,54,6.9,60,T
Conflict: Denied Ops,X360,2008,Shooter,Eidos Interactive,0.08,0.09,0,0.02,0.19,52,35,4.9,22,M
Mace Griffin: Bounty Hunter,PS2,2003,Shooter,Electronic Arts,0.09,0.07,0,0.02,0.19,62,19,8.3,7,M
Legacy of Kain: Defiance,X,2003,Action,Eidos Interactive,0.14,0.04,0,0.01,0.19,74,30,7.9,21,M
Final Fantasy XI,X360,2006,Role-Playing,Square Enix,0.17,0.01,0,0.01,0.19,66,25,6.5,33,T
Fighter Within,XOne,2013,Fighting,Ubisoft,0.11,0.07,0,0.02,0.19,23,39,3,211,T
Peter Jacksons King Kong: The Official Game of the Movie,PSP,2005,Action,Ubisoft,0.16,0.01,0,0.02,0.19,56,10,6.4,22,T
Shrek: Forever After,PS3,2010,Platform,Activision,0.16,0.02,0,0.02,0.19,57,11,4.5,6,E10+
Aliens versus Predator: Extinction,PS2,2003,Strategy,Electronic Arts,0.09,0.07,0,0.02,0.19,66,17,8.4,30,T
Senran Kagura: Estival Versus,PS4,2015,Action,Marvelous Interactive,0.09,0,0.08,0.02,0.19,67,25,8,96,M
X-Men Origins: Wolverine,PSP,2009,Action,Activision,0.13,0.03,0,0.03,0.19,60,6,7.5,12,T
NHL Hitz Pro,PS2,2003,Sports,Midway Games,0.09,0.07,0,0.02,0.19,79,23,8.9,13,E
Space Invaders Extreme 2,DS,2009,Shooter,Square Enix,0.17,0.01,0,0.01,0.19,82,38,7.1,8,E
Need for Speed: The Run,3DS,2011,Action,Electronic Arts,0.09,0.09,0,0.02,0.19,65,9,6,26,E10+
The Sims 4: City Living,PC,2016,Simulation,Electronic Arts,0.03,0.15,0,0.01,0.19,78,13,6.3,40,T
Supreme Commander 2,PC,2010,Strategy,Square Enix,0,0.15,0,0.04,0.19,77,54,6.2,803,E10+
Dawn of Discovery,Wii,2009,Simulation,Ubisoft,0.12,0.06,0,0.02,0.19,81,24,8.5,15,E10+
Quantum Theory,PS3,2010,Shooter,Tecmo Koei,0.05,0.09,0.02,0.03,0.19,43,34,5.3,21,M
Naruto: Ninja Destiny,DS,2006,Fighting,Namco Bandai Games,0.02,0.01,0.16,0,0.19,61,22,4.4,10,T
The Lord of the Rings: War in the North,PC,2011,Action,Warner Bros. Interactive Entertainment,0.05,0.11,0,0.03,0.19,66,21,7.1,293,M
Frequency,PS2,2001,Misc,Sony Computer Entertainment,0.09,0.07,0,0.02,0.19,83,26,9,29,E
SpongeBob SquigglePants 3D,3DS,2011,Misc,THQ,0.13,0.05,0,0.02,0.19,64,8,5.8,9,E
2002 FIFA World Cup,X,2002,Sports,Electronic Arts,0.14,0.04,0,0.01,0.19,79,17,9,4,E
South Park: The Stick of Truth,PC,2014,Role-Playing,Ubisoft,0.07,0.1,0,0.01,0.19,85,48,8.6,1747,M
Majin and the Forsaken Kingdom,X360,2010,Adventure,Namco Bandai Games,0.14,0.03,0,0.01,0.19,74,46,8.1,24,T
Sudeki,X,2004,Role-Playing,Microsoft Game Studios,0.14,0.04,0,0.01,0.19,72,75,8.4,49,M
Silent Hill HD Collection,X360,2012,Action,Konami Digital Entertainment,0.11,0.06,0.01,0.02,0.19,69,17,5.6,99,M
Arc Rise Fantasia,Wii,2009,Role-Playing,Marvelous Interactive,0.12,0,0.06,0.01,0.19,64,26,7.8,43,T
Teenage Mutant Ninja Turtles 2: Battle Nexus,GC,2004,Action,Konami Digital Entertainment,0.15,0.04,0,0.01,0.19,49,16,4.6,7,T
Atelier Shallie: Alchemists of the Dusk Sea,PS3,2014,Role-Playing,Tecmo Koei,0.06,0.03,0.08,0.02,0.19,76,26,7.8,45,E10+
MLB 12: The Show,PSV,2012,Sports,Sony Computer Entertainment,0.17,0,0,0.02,0.19,76,15,7.8,42,E
WWE All Stars,Wii,2011,Fighting,THQ,0.1,0.07,0,0.02,0.19,68,11,7,8,T
Spider-Man: Shattered Dimensions,DS,2010,Action,Activision,0.17,0.01,0,0.01,0.19,73,13,7,6,E10+
NBA 2K11,PC,2010,Action,Take-Two Interactive,0.18,0,0,0.01,0.19,82,6,8.6,37,E
FaceBreaker,X360,2008,Fighting,Electronic Arts,0.15,0.02,0,0.02,0.19,54,57,6.3,19,T
Injustice: Gods Among Us,WiiU,2013,Fighting,Warner Bros. Interactive Entertainment,0.09,0.08,0,0.02,0.19,82,5,8,113,T
Tomb Raider: Underworld,DS,2008,Action,Eidos Interactive,0.15,0.02,0,0.01,0.19,70,9,8.4,10,T
Lunar Legend,GBA,2002,Role-Playing,Media Rings,0.14,0.05,0,0,0.19,79,20,7.8,8,E
Conflict: Global Terror,PS2,2005,Shooter,Eidos Interactive,0.09,0.07,0,0.02,0.19,62,15,8.5,10,M
Death Jr.,PSP,2005,Platform,Konami Digital Entertainment,0.17,0,0,0.01,0.19,61,40,7.3,21,T
Hulk,GC,2003,Action,Universal Interactive,0.15,0.04,0,0.01,0.19,71,26,7.4,7,T
Gungrave,PS2,2002,Shooter,Activision,0.09,0.07,0,0.02,0.19,65,28,8.6,16,M
Phantasy Star Universe,PS2,2006,Role-Playing,Sega,0,0,0.19,0,0.19,68,18,8.5,23,T
Transworld Surf,PS2,2002,Sports,Atari,0.09,0.07,0,0.02,0.19,76,15,8.5,6,T
Metro: Last Light,PC,2013,Action,Deep Silver,0.06,0.11,0,0.02,0.19,82,71,8.6,2664,M
50 Cent: Blood on the Sand,PS3,2009,Shooter,THQ,0.1,0.06,0.01,0.03,0.19,72,37,7.1,58,M
Tenchu: Fatal Shadows,PS2,2004,Action,Sega,0.09,0.07,0,0.02,0.19,58,33,8,24,M
Driver: San Francisco,PC,2011,Racing,Ubisoft,0.06,0.1,0,0.03,0.19,80,11,7,336,T
The Legend of Spyro: A New Beginning,GC,2006,Platform,Vivendi Games,0.15,0.04,0,0.01,0.19,67,13,7.3,11,E10+
